industry_code,industry_name,sa2_code,sa2_name,non_employing,1_to_4_employees,5_to_19_employees,20_to_199_employees,200_to_more_employees,total
M,"Professional, Scientific and Technical Services",302031036,Brisbane Airport,8,3,4,0,0,16
M,"Professional, Scientific and Technical Services",302031037,Eagle Farm - Pinkenba,45,45,21,5,0,116
M,"Professional, Scientific and Technical Services",302031038,Northgate - Virginia,57,67,21,6,0,151
M,"Professional, Scientific and Technical Services",302031039,Nudgee - Banyo,80,59,17,5,0,161
M,"Professional, Scientific and Technical Services",302031040,Nundah,108,65,9,3,0,183
M,"Professional, Scientific and Technical Services",302041041,Bracken Ridge,58,37,3,0,0,98
M,"Professional, Scientific and Technical Services",302041042,Brighton (Qld),68,41,3,0,0,113
M,"Professional, Scientific and Technical Services",302041043,Deagon,15,8,3,0,0,25
M,"Professional, Scientific and Technical Services",302041044,Sandgate - Shorncliffe,64,44,6,0,0,116
M,"Professional, Scientific and Technical Services",302041045,Taigum - Fitzgibbon,59,31,3,0,0,92
M,"Professional, Scientific and Technical Services",302041046,Zillmere,27,14,4,0,0,45
M,"Professional, Scientific and Technical Services",303011047,Camp Hill,122,103,7,0,0,233
M,"Professional, Scientific and Technical Services",303011048,Cannon Hill,56,49,3,3,0,108
M,"Professional, Scientific and Technical Services",303011049,Carina,90,63,7,0,0,160
M,"Professional, Scientific and Technical Services",303011050,Carina Heights,44,25,3,0,0,72
M,"Professional, Scientific and Technical Services",303011051,Carindale,129,122,4,0,0,257
M,"Professional, Scientific and Technical Services",303021052,Annerley,128,47,3,0,0,178
M,"Professional, Scientific and Technical Services",303021053,Coorparoo,177,118,27,4,0,326
M,"Professional, Scientific and Technical Services",303021054,Fairfield - Dutton Park,64,22,3,0,0,89
M,"Professional, Scientific and Technical Services",303021055,Greenslopes,106,100,24,0,3,232
M,"Professional, Scientific and Technical Services",303021056,Holland Park,69,56,4,0,0,130
M,"Professional, Scientific and Technical Services",303021057,Holland Park West,53,26,8,0,0,87
M,"Professional, Scientific and Technical Services",303021058,Woolloongabba,95,69,36,7,0,207
M,"Professional, Scientific and Technical Services",303021059,Yeronga,122,71,13,3,0,209
M,"Professional, Scientific and Technical Services",303031060,Eight Mile Plains,180,124,29,13,0,346
M,"Professional, Scientific and Technical Services",303031061,Macgregor (Qld),31,18,4,0,0,53
M,"Professional, Scientific and Technical Services",303031062,Mansfield (Qld),76,49,11,0,0,136
M,"Professional, Scientific and Technical Services",303031063,Mount Gravatt,124,74,14,4,0,216
M,"Professional, Scientific and Technical Services",303031064,Rochedale - Burbank,108,79,5,0,0,192
M,"Professional, Scientific and Technical Services",303031065,Upper Mount Gravatt,84,83,29,8,0,204
M,"Professional, Scientific and Technical Services",303031066,Wishart,77,46,5,3,0,129
M,"Professional, Scientific and Technical Services",303041067,Coopers Plains,46,32,8,0,0,88
M,"Professional, Scientific and Technical Services",303041068,Moorooka,75,44,5,0,0,125
M,"Professional, Scientific and Technical Services",303041069,Robertson,33,33,6,0,0,73
M,"Professional, Scientific and Technical Services",303041070,Salisbury - Nathan,56,45,12,4,0,117
M,"Professional, Scientific and Technical Services",303041071,Tarragindi,97,78,5,0,0,180
M,"Professional, Scientific and Technical Services",303051072,Algester,29,26,0,0,0,56
M,"Professional, Scientific and Technical Services",303051073,Calamvale - Stretton,118,92,12,0,0,222
M,"Professional, Scientific and Technical Services",303051074,Pallara - Willawong,47,40,0,0,0,88
M,"Professional, Scientific and Technical Services",303051075,Parkinson - Drewvale,90,54,0,0,0,146
M,"Professional, Scientific and Technical Services",303051076,Rocklea - Acacia Ridge,77,58,24,13,0,172
M,"Professional, Scientific and Technical Services",303061077,Kuraby,48,37,0,0,0,85
M,"Professional, Scientific and Technical Services",303061078,Runcorn,60,47,3,0,3,111
M,"Professional, Scientific and Technical Services",303061079,Sunnybank,42,29,5,0,0,76
M,"Professional, Scientific and Technical Services",303061080,Sunnybank Hills,101,66,8,0,0,175
M,"Professional, Scientific and Technical Services",304011081,Jindalee - Mount Ommaney,74,43,7,0,0,125
M,"Professional, Scientific and Technical Services",304011082,Middle Park - Jamboree Heights,52,27,0,0,0,79
M,"Professional, Scientific and Technical Services",304011083,Riverhills,25,13,0,0,0,40
M,"Professional, Scientific and Technical Services",304011084,Seventeen Mile Rocks - Sinnamon Park,90,86,13,3,0,192
M,"Professional, Scientific and Technical Services",304011085,Westlake,35,39,7,0,0,82
M,"Professional, Scientific and Technical Services",304021086,Bellbowrie - Moggill,113,62,4,0,0,180
M,"Professional, Scientific and Technical Services",304021087,Brookfield - Kenmore Hills,117,110,7,0,0,234
M,"Professional, Scientific and Technical Services",304021088,Chapel Hill,166,122,10,0,0,300
M,"Professional, Scientific and Technical Services",304021089,Fig Tree Pocket,68,53,4,0,0,125
M,"Professional, Scientific and Technical Services",304021090,Kenmore,127,88,4,3,0,222
M,"Professional, Scientific and Technical Services",304021091,Pinjarra Hills - Pullenvale,94,95,7,0,0,198
M,"Professional, Scientific and Technical Services",304031092,Chelmer - Graceville,109,75,12,0,0,198
M,"Professional, Scientific and Technical Services",304031093,Corinda,47,27,3,0,0,77
M,"Professional, Scientific and Technical Services",304031094,Indooroopilly,127,116,15,4,0,263
M,"Professional, Scientific and Technical Services",304031095,Sherwood,69,69,9,0,0,148
M,"Professional, Scientific and Technical Services",304031096,St Lucia,90,63,5,0,0,158
M,"Professional, Scientific and Technical Services",304031097,Taringa,74,66,12,3,0,154
M,"Professional, Scientific and Technical Services",304041098,Enoggera,64,64,11,0,0,139
M,"Professional, Scientific and Technical Services",304041099,Enoggera Reservoir,0,0,0,0,0,3
M,"Professional, Scientific and Technical Services",304041100,Keperra,28,23,0,0,0,52
M,"Professional, Scientific and Technical Services",304041101,Mitchelton,89,39,3,0,0,130
M,"Professional, Scientific and Technical Services",304041102,Mount Coot-tha,3,0,0,0,0,0
M,"Professional, Scientific and Technical Services",304041103,The Gap,213,142,13,0,0,369
M,"Professional, Scientific and Technical Services",304041104,Upper Kedron - Ferny Grove,65,59,3,3,0,128
M,"Professional, Scientific and Technical Services",305011105,Brisbane City,"1,320",789,408,155,6,"2,678"
M,"Professional, Scientific and Technical Services",305011106,Fortitude Valley,292,191,108,48,0,640
M,"Professional, Scientific and Technical Services",305011107,Highgate Hill,69,45,4,0,0,119
M,"Professional, Scientific and Technical Services",305011108,Kangaroo Point,135,73,16,3,0,226
M,"Professional, Scientific and Technical Services",305011109,New Farm,197,132,18,3,0,349
M,"Professional, Scientific and Technical Services",305011110,South Brisbane,179,113,43,19,0,354
M,"Professional, Scientific and Technical Services",305011111,Spring Hill,155,143,82,21,0,401
M,"Professional, Scientific and Technical Services",305011112,West End,213,148,43,9,0,413
M,"Professional, Scientific and Technical Services",305021113,Balmoral,71,35,3,3,0,110
M,"Professional, Scientific and Technical Services",305021114,Bulimba,105,88,13,0,0,207
M,"Professional, Scientific and Technical Services",305021115,East Brisbane,94,83,14,4,0,195
M,"Professional, Scientific and Technical Services",305021116,Hawthorne,78,58,7,3,0,145
M,"Professional, Scientific and Technical Services",305021117,Morningside - Seven Hills,163,120,18,4,0,305
M,"Professional, Scientific and Technical Services",305021118,Norman Park,101,57,8,0,0,166
M,"Professional, Scientific and Technical Services",305031119,Albion,88,50,18,3,0,157
M,"Professional, Scientific and Technical Services",305031120,Alderley,79,44,4,0,0,127
M,"Professional, Scientific and Technical Services",305031121,Ascot,88,60,10,3,0,160
M,"Professional, Scientific and Technical Services",305031122,Clayfield,118,80,16,3,0,215
M,"Professional, Scientific and Technical Services",305031123,Grange,54,52,3,3,0,110
M,"Professional, Scientific and Technical Services",305031124,Hamilton (Qld),88,60,9,4,0,161
M,"Professional, Scientific and Technical Services",305031125,Hendra,86,73,14,5,0,178
M,"Professional, Scientific and Technical Services",305031126,Kelvin Grove - Herston,116,63,16,3,0,198
M,"Professional, Scientific and Technical Services",305031127,Newmarket,53,29,4,3,0,89
M,"Professional, Scientific and Technical Services",305031128,Newstead - Bowen Hills,409,268,82,31,0,791
M,"Professional, Scientific and Technical Services",305031129,Wilston,56,50,10,0,0,116
M,"Professional, Scientific and Technical Services",305031130,Windsor,83,69,14,4,0,170
M,"Professional, Scientific and Technical Services",305031131,Wooloowin - Lutwyche,113,92,10,0,0,215
M,"Professional, Scientific and Technical Services",305041132,Ashgrove,191,145,16,3,0,354
M,"Professional, Scientific and Technical Services",305041133,Auchenflower,75,47,5,0,0,127
M,"Professional, Scientific and Technical Services",305041134,Bardon,165,117,11,0,0,293
M,"Professional, Scientific and Technical Services",305041135,Paddington - Milton,310,271,104,40,0,725
M,"Professional, Scientific and Technical Services",305041136,Red Hill (Qld),81,69,9,3,0,161
M,"Professional, Scientific and Technical Services",305041137,Toowong,194,141,36,12,0,384
M,"Professional, Scientific and Technical Services",306011138,Brinsmead,33,17,3,0,0,52
M,"Professional, Scientific and Technical Services",306011139,Clifton Beach - Kewarra Beach,71,50,5,0,0,127
M,"Professional, Scientific and Technical Services",306011140,Freshwater - Stratford,34,20,3,0,0,57
M,"Professional, Scientific and Technical Services",306011141,Redlynch,51,48,5,0,0,104
M,"Professional, Scientific and Technical Services",306011142,Trinity Beach - Smithfield,82,43,11,3,0,137
M,"Professional, Scientific and Technical Services",306011143,Yorkeys Knob - Machans Beach,40,10,0,0,0,53
M,"Professional, Scientific and Technical Services",306021144,Bentley Park,22,6,3,0,0,30
M,"Professional, Scientific and Technical Services",306021145,Cairns City,125,116,56,12,0,309
M,"Professional, Scientific and Technical Services",306021146,Earlville - Bayview Heights,36,34,6,0,0,76
M,"Professional, Scientific and Technical Services",306021147,Edmonton,20,11,3,0,0,33
M,"Professional, Scientific and Technical Services",306021148,Gordonvale - Trinity,37,22,6,0,0,66
M,"Professional, Scientific and Technical Services",306021149,Kanimbla - Mooroobool,52,25,0,0,0,79
M,"Professional, Scientific and Technical Services",306021150,Lamb Range,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",306021151,Manoora,23,7,4,0,0,35
M,"Professional, Scientific and Technical Services",306021152,Manunda,19,15,8,0,0,43
M,"Professional, Scientific and Technical Services",306021153,Mount Sheridan,24,21,3,0,0,48
M,"Professional, Scientific and Technical Services",306021154,Westcourt - Bungalow,51,48,29,7,0,135
M,"Professional, Scientific and Technical Services",306021155,White Rock,11,9,0,0,0,20
M,"Professional, Scientific and Technical Services",306021156,Whitfield - Edge Hill,70,38,6,0,0,114
M,"Professional, Scientific and Technical Services",306021157,Woree,15,18,4,3,0,38
M,"Professional, Scientific and Technical Services",306031158,Babinda,15,11,3,3,0,29
M,"Professional, Scientific and Technical Services",306031159,Innisfail,15,16,5,0,0,36
M,"Professional, Scientific and Technical Services",306031160,Johnstone,27,15,3,0,0,45
M,"Professional, Scientific and Technical Services",306031161,Tully,38,31,0,0,0,70
M,"Professional, Scientific and Technical Services",306031162,Wooroonooran,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",306031163,Yarrabah,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",306041164,Daintree,20,14,3,0,0,37
M,"Professional, Scientific and Technical Services",306041165,Port Douglas,44,23,6,0,0,74
M,"Professional, Scientific and Technical Services",306051166,Atherton,49,21,14,0,0,86
M,"Professional, Scientific and Technical Services",306051167,Herberton,17,3,0,0,0,20
M,"Professional, Scientific and Technical Services",306051168,Kuranda,32,21,0,0,0,54
M,"Professional, Scientific and Technical Services",306051169,Malanda - Yungaburra,59,26,5,0,0,91
M,"Professional, Scientific and Technical Services",306051170,Mareeba,30,22,6,3,0,59
M,"Professional, Scientific and Technical Services",307011171,Balonne,14,9,4,0,0,27
M,"Professional, Scientific and Technical Services",307011172,Chinchilla,27,10,4,4,0,45
M,"Professional, Scientific and Technical Services",307011173,Goondiwindi,38,21,6,0,0,66
M,"Professional, Scientific and Technical Services",307011174,Inglewood - Waggamba,13,3,0,0,0,16
M,"Professional, Scientific and Technical Services",307011175,Miles - Wandoan,9,6,3,0,0,18
M,"Professional, Scientific and Technical Services",307011176,Roma,25,19,12,0,0,56
M,"Professional, Scientific and Technical Services",307011177,Roma Surrounds,22,4,3,0,0,27
M,"Professional, Scientific and Technical Services",307011178,Tara,8,5,0,0,0,13
M,"Professional, Scientific and Technical Services",307021179,Crows Nest - Rosalie,33,16,0,3,0,50
M,"Professional, Scientific and Technical Services",307021180,Jondaryan,18,9,0,0,0,29
M,"Professional, Scientific and Technical Services",307021181,Millmerran,4,3,3,0,0,8
M,"Professional, Scientific and Technical Services",307021182,Pittsworth,21,7,6,0,0,34
M,"Professional, Scientific and Technical Services",307021183,Wambo,56,22,13,3,0,93
M,"Professional, Scientific and Technical Services",307031184,Clifton - Greenmount,22,11,3,0,0,34
M,"Professional, Scientific and Technical Services",307031185,Southern Downs - East,23,12,3,0,0,38
M,"Professional, Scientific and Technical Services",307031186,Southern Downs - West,10,14,4,3,0,29
M,"Professional, Scientific and Technical Services",307031187,Stanthorpe,13,16,7,0,0,36
M,"Professional, Scientific and Technical Services",307031188,Stanthorpe Surrounds,24,10,5,0,0,39
M,"Professional, Scientific and Technical Services",307031189,Warwick,35,45,10,3,0,92
M,"Professional, Scientific and Technical Services",308011190,Central Highlands - East,5,4,0,0,0,10
M,"Professional, Scientific and Technical Services",308011191,Central Highlands - West,18,11,3,4,0,36
M,"Professional, Scientific and Technical Services",308011192,Emerald,45,46,12,0,0,105
M,"Professional, Scientific and Technical Services",308031205,Berserker,19,12,16,3,0,49
M,"Professional, Scientific and Technical Services",308031206,Bouldercombe,6,3,0,0,0,9
M,"Professional, Scientific and Technical Services",308031207,Emu Park,14,11,3,0,0,28
M,"Professional, Scientific and Technical Services",308031208,Frenchville - Mount Archer,14,14,3,0,0,30
M,"Professional, Scientific and Technical Services",308031209,Glenlee - Rockyview,13,7,3,0,0,22
M,"Professional, Scientific and Technical Services",308031210,Gracemere,18,3,0,0,0,23
M,"Professional, Scientific and Technical Services",308031211,Lakes Creek,9,5,3,0,0,15
M,"Professional, Scientific and Technical Services",308031212,Mount Morgan,0,0,0,0,0,3
M,"Professional, Scientific and Technical Services",308031213,Norman Gardens,35,18,0,0,0,53
M,"Professional, Scientific and Technical Services",308031214,Park Avenue,4,5,0,0,0,10
M,"Professional, Scientific and Technical Services",308031215,Parkhurst - Kawana,11,9,3,3,0,26
M,"Professional, Scientific and Technical Services",308031216,Rockhampton - West,11,12,0,3,0,25
M,"Professional, Scientific and Technical Services",308031217,Rockhampton City,20,40,19,10,0,89
M,"Professional, Scientific and Technical Services",308031218,Rockhampton Surrounds - East,11,3,0,0,0,14
M,"Professional, Scientific and Technical Services",308031219,Rockhampton Surrounds - North,17,15,0,3,0,33
M,"Professional, Scientific and Technical Services",308031220,Rockhampton Surrounds - West,6,4,0,3,0,12
M,"Professional, Scientific and Technical Services",308031221,Shoalwater Bay,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",308031222,The Range - Allenstown,24,14,5,3,0,45
M,"Professional, Scientific and Technical Services",308031223,Yeppoon,68,48,10,3,0,129
M,"Professional, Scientific and Technical Services",308041528,Banana,14,11,0,0,0,27
M,"Professional, Scientific and Technical Services",308041529,Biloela,12,7,3,0,0,23
M,"Professional, Scientific and Technical Services",308051530,Agnes Water - Miriam Vale,37,16,3,0,0,55
M,"Professional, Scientific and Technical Services",308051531,Boyne Island - Tannum Sands,32,13,6,0,0,52
M,"Professional, Scientific and Technical Services",308051532,Callemondah,0,0,3,0,0,4
M,"Professional, Scientific and Technical Services",308051533,Clinton - New Auckland,26,26,0,0,0,54
M,"Professional, Scientific and Technical Services",308051534,Gladstone,33,19,25,5,0,83
M,"Professional, Scientific and Technical Services",308051535,Gladstone Hinterland,23,16,3,0,0,42
M,"Professional, Scientific and Technical Services",308051536,Kin Kora - Sun Valley,3,4,3,0,0,8
M,"Professional, Scientific and Technical Services",308051537,South Trees,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",308051538,Telina - Toolooa,23,9,0,0,0,32
M,"Professional, Scientific and Technical Services",308051539,West Gladstone,17,11,3,0,0,30
M,"Professional, Scientific and Technical Services",309011224,Broadbeach Waters,117,62,3,3,0,182
M,"Professional, Scientific and Technical Services",309011225,Burleigh Heads,194,149,64,12,0,419
M,"Professional, Scientific and Technical Services",309011226,Burleigh Waters,130,87,21,3,0,240
M,"Professional, Scientific and Technical Services",309011227,Mermaid Beach - Broadbeach,230,139,27,7,0,403
M,"Professional, Scientific and Technical Services",309011228,Mermaid Waters,118,83,4,0,0,206
M,"Professional, Scientific and Technical Services",309011229,Miami,88,75,20,0,0,183
M,"Professional, Scientific and Technical Services",309021230,Coolangatta,56,32,4,3,0,94
M,"Professional, Scientific and Technical Services",309021231,Currumbin - Tugun,124,60,9,0,0,193
M,"Professional, Scientific and Technical Services",309021232,Currumbin Waters,75,55,5,3,0,136
M,"Professional, Scientific and Technical Services",309021233,Elanora,71,52,4,0,0,127
M,"Professional, Scientific and Technical Services",309021234,Palm Beach,153,104,21,3,0,280
M,"Professional, Scientific and Technical Services",309031235,Arundel,114,54,14,5,0,187
M,"Professional, Scientific and Technical Services",309031236,Biggera Waters,67,49,6,3,0,124
M,"Professional, Scientific and Technical Services",309031237,Coombabah,53,19,0,3,0,74
M,"Professional, Scientific and Technical Services",309031238,Labrador,101,46,3,0,0,150
M,"Professional, Scientific and Technical Services",309031239,Paradise Point - Hollywell,133,88,7,0,0,228
M,"Professional, Scientific and Technical Services",309031240,Runaway Bay,87,49,8,3,0,146
M,"Professional, Scientific and Technical Services",309041241,Guanaba - Springbrook,44,19,3,0,0,66
M,"Professional, Scientific and Technical Services",309041242,Tamborine - Canungra,131,86,8,4,0,229
M,"Professional, Scientific and Technical Services",309051243,Currumbin Valley - Tallebudgera,101,55,11,0,0,167
M,"Professional, Scientific and Technical Services",309051244,Mudgeeraba - Bonogin,159,100,17,0,0,277
M,"Professional, Scientific and Technical Services",309051245,Reedy Creek - Andrews,92,32,5,0,0,129
M,"Professional, Scientific and Technical Services",309061246,Carrara,130,59,8,3,0,198
M,"Professional, Scientific and Technical Services",309061247,Highland Park,48,14,0,0,0,64
M,"Professional, Scientific and Technical Services",309061248,Nerang - Mount Nathan,138,102,19,6,0,265
M,"Professional, Scientific and Technical Services",309061249,Pacific Pines - Gaven,94,62,6,0,0,162
M,"Professional, Scientific and Technical Services",309061250,Worongary - Tallai,100,56,8,0,0,164
M,"Professional, Scientific and Technical Services",309071251,Coomera,120,85,26,3,0,234
M,"Professional, Scientific and Technical Services",309071252,Helensvale,172,99,19,5,0,295
M,"Professional, Scientific and Technical Services",309071253,Hope Island,183,137,13,6,0,339
M,"Professional, Scientific and Technical Services",309071254,Jacobs Well - Alberton,29,16,0,0,0,47
M,"Professional, Scientific and Technical Services",309071256,Oxenford - Maudsland,104,59,10,0,0,173
M,"Professional, Scientific and Technical Services",309071552,Ormeau (East) - Stapylton,63,39,14,6,3,123
M,"Professional, Scientific and Technical Services",309071553,Ormeau (West) - Yatala,94,53,9,6,0,162
M,"Professional, Scientific and Technical Services",309071554,Pimpama - North,35,34,0,0,0,72
M,"Professional, Scientific and Technical Services",309071555,Pimpama - South,40,17,0,0,0,57
M,"Professional, Scientific and Technical Services",309071556,Upper Coomera (South) - Wongawallan,70,54,6,3,0,131
M,"Professional, Scientific and Technical Services",309071557,Upper Coomera - North,91,57,9,3,0,160
M,"Professional, Scientific and Technical Services",309071558,Willow Vale - Pimpama (West),40,23,3,0,0,65
M,"Professional, Scientific and Technical Services",309081259,Clear Island Waters,54,41,3,0,0,99
M,"Professional, Scientific and Technical Services",309081260,Merrimac,50,20,0,0,0,72
M,"Professional, Scientific and Technical Services",309081262,Varsity Lakes,171,128,33,6,0,338
M,"Professional, Scientific and Technical Services",309081559,Robina - East,170,115,29,5,0,319
M,"Professional, Scientific and Technical Services",309081560,Robina - West,92,57,23,4,0,176
M,"Professional, Scientific and Technical Services",309091263,Ashmore,112,72,5,0,0,189
M,"Professional, Scientific and Technical Services",309091264,Molendinar,64,46,6,0,0,118
M,"Professional, Scientific and Technical Services",309091265,Parkwood,48,32,6,3,0,87
M,"Professional, Scientific and Technical Services",309091540,Southport - North,237,186,72,20,0,515
M,"Professional, Scientific and Technical Services",309091541,Southport - South,173,92,19,0,0,286
M,"Professional, Scientific and Technical Services",309101267,Benowa,117,75,9,3,0,203
M,"Professional, Scientific and Technical Services",309101268,Bundall,154,132,40,8,0,334
M,"Professional, Scientific and Technical Services",309101269,Main Beach,66,42,3,0,0,111
M,"Professional, Scientific and Technical Services",309101561,Surfers Paradise - North,181,127,34,8,0,350
M,"Professional, Scientific and Technical Services",309101562,Surfers Paradise - South,145,77,11,4,0,237
M,"Professional, Scientific and Technical Services",310011271,Darra - Sumner,45,44,22,5,0,116
M,"Professional, Scientific and Technical Services",310011272,Durack,12,9,0,0,0,21
M,"Professional, Scientific and Technical Services",310011274,Inala - Richlands,49,28,9,0,0,86
M,"Professional, Scientific and Technical Services",310011275,Oxley (Qld),52,43,3,0,0,97
M,"Professional, Scientific and Technical Services",310011276,Wacol,9,9,3,0,0,22
M,"Professional, Scientific and Technical Services",310011563,Doolandella,24,10,3,0,0,35
M,"Professional, Scientific and Technical Services",310011564,Forest Lake - Ellen Grove,109,78,6,3,0,194
M,"Professional, Scientific and Technical Services",310021277,Boonah,54,33,8,3,0,97
M,"Professional, Scientific and Technical Services",310021278,Esk,21,10,4,0,0,36
M,"Professional, Scientific and Technical Services",310021279,Lake Manchester - England Creek,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",310021280,Lockyer Valley - East,54,40,8,0,0,102
M,"Professional, Scientific and Technical Services",310021281,Lowood,33,34,0,0,0,69
M,"Professional, Scientific and Technical Services",310021282,Rosewood,25,12,5,0,0,42
M,"Professional, Scientific and Technical Services",310031283,Brassall,22,11,3,0,0,35
M,"Professional, Scientific and Technical Services",310031284,Bundamba,15,18,0,3,0,35
M,"Professional, Scientific and Technical Services",310031285,Churchill - Yamanto,16,5,3,0,0,22
M,"Professional, Scientific and Technical Services",310031286,Ipswich - Central,62,53,23,6,0,144
M,"Professional, Scientific and Technical Services",310031287,Ipswich - East,43,25,5,0,0,73
M,"Professional, Scientific and Technical Services",310031288,Ipswich - North,21,20,3,0,0,43
M,"Professional, Scientific and Technical Services",310031289,Karalee - Barellan Point,21,28,0,0,0,51
M,"Professional, Scientific and Technical Services",310031290,Karana Downs,46,41,3,0,0,89
M,"Professional, Scientific and Technical Services",310031291,Leichhardt - One Mile,6,7,0,0,0,14
M,"Professional, Scientific and Technical Services",310031292,North Ipswich - Tivoli,13,6,0,3,0,23
M,"Professional, Scientific and Technical Services",310031293,Raceview,17,13,0,0,0,33
M,"Professional, Scientific and Technical Services",310031294,Ripley,22,18,3,0,0,42
M,"Professional, Scientific and Technical Services",310031295,Riverview,3,3,0,0,0,5
M,"Professional, Scientific and Technical Services",310041297,Camira - Gailes,25,13,0,0,0,39
M,"Professional, Scientific and Technical Services",310041298,Carole Park,4,0,5,0,0,10
M,"Professional, Scientific and Technical Services",310041299,Collingwood Park - Redbank,20,11,0,0,0,32
M,"Professional, Scientific and Technical Services",310041300,Goodna,26,10,7,0,0,43
M,"Professional, Scientific and Technical Services",310041301,New Chum,0,3,0,0,0,3
M,"Professional, Scientific and Technical Services",310041302,Redbank Plains,47,14,0,0,0,62
M,"Professional, Scientific and Technical Services",310041303,Springfield,31,10,3,0,0,44
M,"Professional, Scientific and Technical Services",310041304,Springfield Lakes,88,77,6,0,0,171
M,"Professional, Scientific and Technical Services",310041565,Augustine Heights - Brookwater,65,40,4,3,0,110
M,"Professional, Scientific and Technical Services",310041566,Bellbird Park,32,14,3,0,0,48
M,"Professional, Scientific and Technical Services",311011305,Beaudesert,35,35,8,0,0,78
M,"Professional, Scientific and Technical Services",311021306,Beenleigh,35,28,12,0,0,76
M,"Professional, Scientific and Technical Services",311021307,Eagleby,22,7,0,0,0,30
M,"Professional, Scientific and Technical Services",311021308,Edens Landing - Holmview,22,11,0,0,0,35
M,"Professional, Scientific and Technical Services",311021309,Mount Warren Park,18,9,3,0,0,29
M,"Professional, Scientific and Technical Services",311021310,Wolffdene - Bahrs Scrub,36,20,5,0,0,61
M,"Professional, Scientific and Technical Services",311031311,Boronia Heights - Park Ridge,36,23,6,0,0,65
M,"Professional, Scientific and Technical Services",311031312,Browns Plains,21,17,5,0,0,44
M,"Professional, Scientific and Technical Services",311031313,Chambers Flat - Logan Reserve,22,11,0,3,0,34
M,"Professional, Scientific and Technical Services",311031314,Crestmead,18,4,3,0,0,25
M,"Professional, Scientific and Technical Services",311031315,Greenbank Military Camp,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",311031316,Hillcrest,37,27,4,3,0,69
M,"Professional, Scientific and Technical Services",311031317,Marsden,19,5,0,0,0,24
M,"Professional, Scientific and Technical Services",311031318,Munruben - Park Ridge South,15,11,0,0,0,26
M,"Professional, Scientific and Technical Services",311031319,Regents Park - Heritage Park,30,13,0,0,0,45
M,"Professional, Scientific and Technical Services",311041322,Logan Village,31,18,3,0,0,52
M,"Professional, Scientific and Technical Services",311041567,Flagstone (East) - Riverbend,21,12,0,0,0,33
M,"Professional, Scientific and Technical Services",311041568,Flagstone (West) - New Beith,26,17,5,3,0,49
M,"Professional, Scientific and Technical Services",311041569,Greenbank - North Maclean,34,22,0,3,0,58
M,"Professional, Scientific and Technical Services",311041570,Jimboomba - Glenlogan,82,32,9,0,0,124
M,"Professional, Scientific and Technical Services",311041571,Yarrabilba,19,9,3,0,0,30
M,"Professional, Scientific and Technical Services",311051323,Bethania - Waterford,30,15,0,0,0,46
M,"Professional, Scientific and Technical Services",311051324,Cornubia - Carbrook,73,47,12,3,0,135
M,"Professional, Scientific and Technical Services",311051325,Loganholme - Tanah Merah,65,68,21,6,0,160
M,"Professional, Scientific and Technical Services",311051326,Loganlea,33,13,3,0,0,50
M,"Professional, Scientific and Technical Services",311051327,Shailer Park,82,68,12,0,0,162
M,"Professional, Scientific and Technical Services",311051328,Waterford West,29,10,0,0,0,40
M,"Professional, Scientific and Technical Services",311061329,Daisy Hill,45,23,6,0,0,74
M,"Professional, Scientific and Technical Services",311061330,Kingston (Qld),16,8,0,0,0,25
M,"Professional, Scientific and Technical Services",311061331,Logan Central,9,3,4,0,0,15
M,"Professional, Scientific and Technical Services",311061332,Rochedale South - Priestdale,76,44,3,0,0,122
M,"Professional, Scientific and Technical Services",311061333,Slacks Creek,39,28,7,3,0,77
M,"Professional, Scientific and Technical Services",311061334,Springwood,82,93,27,3,0,204
M,"Professional, Scientific and Technical Services",311061335,Underwood,68,60,14,3,0,144
M,"Professional, Scientific and Technical Services",311061336,Woodridge,24,11,4,0,0,39
M,"Professional, Scientific and Technical Services",312011337,Bowen,27,11,7,3,0,48
M,"Professional, Scientific and Technical Services",312011338,Broadsound - Nebo,11,7,0,0,0,18
M,"Professional, Scientific and Technical Services",312011339,Clermont,15,8,3,0,0,25
M,"Professional, Scientific and Technical Services",312011340,Collinsville,7,3,0,0,0,11
M,"Professional, Scientific and Technical Services",312011341,Moranbah,14,22,0,0,0,38
M,"Professional, Scientific and Technical Services",312021342,Andergrove - Beaconsfield,28,24,0,0,0,53
M,"Professional, Scientific and Technical Services",312021343,East Mackay,18,8,0,0,0,28
M,"Professional, Scientific and Technical Services",312021344,Eimeo - Rural View,49,35,12,0,0,96
M,"Professional, Scientific and Technical Services",312021345,Eungella Hinterland,0,0,0,0,0,0
M,"Professional, Scientific and Technical Services",312021346,Mackay,46,43,38,17,0,144
M,"Professional, Scientific and Technical Services",312021347,Mackay Harbour,6,4,4,3,0,16
M,"Professional, Scientific and Technical Services",312021348,Mount Pleasant - Glenella,39,46,3,4,0,92
M,"Professional, Scientific and Technical Services",312021349,North Mackay,23,13,9,0,0,48
